Complaint_ID,City,Latitude,Longitude,Complaint_Text,Fault_Type,Severity,Temperature_C,Hospitals_Nearby,Outage_Duration_Hrs
IRQ-KGL-23396,البصرة,30.46494346744029,47.71182001000149,سقوط أسلاك كهربائية على الأرض في الشارع المزدحم,سقوط أسلاك,عالي جداً,45,1,35
IRQ-KGL-23397,كربلاء,32.57038948142754,44.048387748584815,انفجار جوزة الكهرباء الرئيسية بالشارع العام,انفجار جوزة,عالي جداً,47,0,21
IRQ-KGL-23398,كربلاء,32.56588080688038,44.00369408399576,احتراق الكيبل الرئيسي المغذي للعمارة السكنية,حرق كيبل,عالي,52,0,1
IRQ-KGL-23399,ذي قار,31.103408740421912,46.21451732674497,انفجار جوزة الكهرباء الرئيسية بالشارع العام,انفجار جوزة,عالي جداً,41,0,2
IRQ-KGL-23400,أربيل,36.26569583587457,44.07315955965126,احتراق الكيبل الرئيسي المغذي للعمارة السكنية,حرق كيبل,عالي,38,2,13
IRQ-KGL-23401,النجف,32.018881855156664,44.38606421053195,تذبذب قوي في الفولتية وانخفاض الإضاءة واحتراق الأجهزة,تذبذب فولتية,متوسط,31,2,21
IRQ-KGL-23402,البصرة,30.449137029399218,47.86287447020166,انفجار جوزة الكهرباء الرئيسية بالشارع العام,انفجار جوزة,عالي جداً,26,3,8
IRQ-KGL-23403,البصرة,30.52198263104018,47.803690399247486,احتراق الكيبل الرئيسي المغذي للعمارة السكنية,حرق كيبل,عالي,36,0,17
IRQ-KGL-23404,كربلاء,32.54711796412401,44.02530738479456,عطل في المولد الفرعي للمحلة وانقطاع الخط المساعد,عطل فرعي,متوسط,52,2,4
IRQ-KGL-23405,البصرة,30.570000347356043,47.75290849585244,سقوط أسلاك كهربائية على الأرض في الشارع المزدحم,سقوط أسلاك,عالي جداً,22,3,29
IRQ-KGL-23406,بابل,32.43730484595704,44.42649433724113,انفجار جوزة الكهرباء الرئيسية بالشارع العام,انفجار جوزة,عالي جداً,22,1,11
IRQ-KGL-23407,بابل,32.48826460177847,44.41159389301227,سقوط أسلاك كهربائية على الأرض في الشارع المزدحم,سقوط أسلاك,عالي جداً,34,4,12
IRQ-KGL-23408,أربيل,36.241965547571205,44.04681565314969,حرق محولة بالحي ورائحة دخان متصاعدة في الشارع,حرق محولة,عالي جداً,48,4,14
IRQ-KGL-23409,ذي قار,31.040834780128904,46.32974036892227,انفجار جوزة الكهرباء الرئيسية بالشارع العام,انفجار جوزة,عالي جداً,41,0,24
IRQ-KGL-23410,أربيل,36.20670537583893,44.04816066637021,سقوط أسلاك كهربائية على الأرض في الشارع المزدحم,سقوط أسلاك,عالي جداً,34,0,31
IRQ-KGL-23411,أربيل,36.11150664247731,44.05590952609302,انقطاع مجدول حسب جدول التشغيل اليومي المعلن,صيانة مجدولة,منخفض,38,3,31
IRQ-KGL-23412,بابل,32.4699327914353,44.453831324688764,سقوط أسلاك كهربائية على الأرض في الشارع المزدحم,سقوط أسلاك,عالي جداً,41,0,1
IRQ-KGL-23413,بابل,32.49122431977834,44.45952601750319,سقوط أسلاك كهربائية على الأرض في الشارع المزدحم,سقوط أسلاك,عالي جداً,42,0,11
IRQ-KGL-23414,بابل,32.39510175264029,44.479941659609814,انفجار جوزة الكهرباء الرئيسية بالشارع العام,انفجار جوزة,عالي جداً,30,3,30
IRQ-KGL-23415,النجف,31.979845060489957,44.413569518374686,انقطاع مجدول حسب جدول التشغيل اليومي المعلن,صيانة مجدولة,منخفض,34,0,5
IRQ-KGL-23416,ذي قار,31.033558009985818,46.226510098513224,احتراق الكيبل الرئيسي المغذي للعمارة السكنية,حرق كيبل,عالي,28,1,21
IRQ-KGL-23417,النجف,31.95756218299659,44.41189337894916,انفجار جوزة الكهرباء الرئيسية بالشارع العام,انفجار جوزة,عالي جداً,22,2,30
IRQ-KGL-23418,كربلاء,32.63322134230404,43.95019919466946,تذبذب قوي في الفولتية وانخفاض الإضاءة واحتراق الأجهزة,تذبذب فولتية,متوسط,31,0,16
IRQ-KGL-23419,أربيل,36.18648910064463,43.934182076609126,حرق محولة بالحي ورائحة دخان متصاعدة في الشارع,حرق محولة,عالي جداً,47,3,20
IRQ-KGL-23420,البصرة,30.561229265273337,47.83592625211963,عطل في المولد الفرعي للمحلة وانقطاع الخط المساعد,عطل فرعي,متوسط,36,4,35
IRQ-KGL-23421,بابل,32.51878655822915,44.387093483262596,سقوط أسلاك كهربائية على الأرض في الشارع المزدحم,سقوط أسلاك,عالي جداً,39,3,23
IRQ-KGL-23422,كركوك,35.52002862329857,44.3923930688436,انقطاع مفاجئ للتيار الكهربائي عن المنطقة بالكامل منذ ساعات,عطل شبكة رئيسية,عالي,22,0,12
IRQ-KGL-23423,كركوك,35.454802026653155,44.38239118875038,عطل في المولد الفرعي للمحلة وانقطاع الخط المساعد,عطل فرعي,متوسط,29,4,10
IRQ-KGL-23424,كركوك,35.4895912630527,44.31460469216398,انقطاع مفاجئ للتيار الكهربائي عن المنطقة بالكامل منذ ساعات,عطل شبكة رئيسية,عالي,43,2,20
IRQ-KGL-23425,البصرة,30.492985341004058,47.83410688517888,انفجار جوزة الكهرباء الرئيسية بالشارع العام,انفجار جوزة,عالي جداً,38,0,22
IRQ-KGL-23426,بابل,32.42459985254365,44.39969471104787,انفجار جوزة الكهرباء الرئيسية بالشارع العام,انفجار جوزة,عالي جداً,26,3,29
IRQ-KGL-23427,أربيل,36.21191531639251,43.99371872922607,سقوط أسلاك كهربائية على الأرض في الشارع المزدحم,سقوط أسلاك,عالي جداً,51,4,12
IRQ-KGL-23428,كربلاء,32.573880679325036,44.09566340858712,انفجار جوزة الكهرباء الرئيسية بالشارع العام,انفجار جوزة,عالي جداً,43,1,21
IRQ-KGL-23429,ذي قار,31.051603638646007,46.29706160711973,عطل في المولد الفرعي للمحلة وانقطاع الخط المساعد,عطل فرعي,متوسط,39,2,29
IRQ-KGL-23430,أربيل,36.2025851628999,44.04599686160461,انقطاع مفاجئ للتيار الكهربائي عن المنطقة بالكامل منذ ساعات,عطل شبكة رئيسية,عالي,34,1,35
IRQ-KGL-23431,بغداد,33.29168615344196,44.43132395103713,انفجار جوزة الكهرباء الرئيسية بالشارع العام,انفجار جوزة,عالي جداً,46,4,4
IRQ-KGL-23432,أربيل,36.17125968065502,43.94850004761841,تذبذب قوي في الفولتية وانخفاض الإضاءة واحتراق الأجهزة,تذبذب فولتية,متوسط,36,4,15
IRQ-KGL-23433,البصرة,30.50300858119559,47.79312346171135,سقوط أسلاك كهربائية على الأرض في الشارع المزدحم,سقوط أسلاك,عالي جداً,42,2,6
IRQ-KGL-23434,ذي قار,31.011464439042374,46.28631069921044,انفجار جوزة الكهرباء الرئيسية بالشارع العام,انفجار جوزة,عالي جداً,23,2,3
IRQ-KGL-23435,كربلاء,32.5971879831494,44.04646580527745,انقطاع مفاجئ للتيار الكهربائي عن المنطقة بالكامل منذ ساعات,عطل شبكة رئيسية,عالي,37,1,30
IRQ-KGL-23436,كركوك,35.54077260010852,44.450934344717794,انفجار جوزة الكهرباء الرئيسية بالشارع العام,انفجار جوزة,عالي جداً,28,2,6
IRQ-KGL-23437,بغداد,33.29144913649048,44.41443634486996,انفجار جوزة الكهرباء الرئيسية بالشارع العام,انفجار جوزة,عالي جداً,42,4,33
IRQ-KGL-23438,كركوك,35.49339523392695,44.32324960981108,انفجار جوزة الكهرباء الرئيسية بالشارع العام,انفجار جوزة,عالي جداً,52,0,24
IRQ-KGL-23439,ذي قار,30.989164866632706,46.310245423869816,حرق محولة بالحي ورائحة دخان متصاعدة في الشارع,حرق محولة,عالي جداً,46,4,13
IRQ-KGL-23440,أربيل,36.253427443148105,43.965823762246785,عطل في المولد الفرعي للمحلة وانقطاع الخط المساعد,عطل فرعي,متوسط,30,3,33
IRQ-KGL-23441,النجف,32.011939120488016,44.340037874391534,سقوط أسلاك كهربائية على الأرض في الشارع المزدحم,سقوط أسلاك,عالي جداً,52,3,5
IRQ-KGL-23442,بغداد,33.384794889046965,44.347631862426226,عطل في المولد الفرعي للمحلة وانقطاع الخط المساعد,عطل فرعي,متوسط,43,2,8
IRQ-KGL-23443,أربيل,36.14344069620488,43.93696215285937,عطل في المولد الفرعي للمحلة وانقطاع الخط المساعد,عطل فرعي,متوسط,40,3,18
IRQ-KGL-23444,بغداد,33.284207925561255,44.37659615873193,سقوط أسلاك كهربائية على الأرض في الشارع المزدحم,سقوط أسلاك,عالي جداً,41,1,21
IRQ-KGL-23445,أربيل,36.22299002350705,43.98680067488939,تذبذب قوي في الفولتية وانخفاض الإضاءة واحتراق الأجهزة,تذبذب فولتية,متوسط,50,0,3
IRQ-KGL-23446,كركوك,35.50167962952441,44.4021614206085,عطل في المولد الفرعي للمحلة وانقطاع الخط المساعد,عطل فرعي,متوسط,43,2,22
IRQ-KGL-23447,كركوك,35.53599936638022,44.41092222643814,انفجار جوزة الكهرباء الرئيسية بالشارع العام,انفجار جوزة,عالي جداً,47,2,25
IRQ-KGL-23448,النجف,32.04778091889995,44.41938201431428,انفجار جوزة الكهرباء الرئيسية بالشارع العام,انفجار جوزة,عالي جداً,49,4,21
IRQ-KGL-23449,كركوك,35.49391407992508,44.36875097098343,انقطاع مفاجئ للتيار الكهربائي عن المنطقة بالكامل منذ ساعات,عطل شبكة رئيسية,عالي,43,0,21
IRQ-KGL-23450,كربلاء,32.6080086112476,43.945579025574304,انقطاع مجدول حسب جدول التشغيل اليومي المعلن,صيانة مجدولة,منخفض,24,4,2
IRQ-KGL-23451,ذي قار,31.12859787147569,46.25930447487642,انقطاع مجدول حسب جدول التشغيل اليومي المعلن,صيانة مجدولة,منخفض,52,0,27
IRQ-KGL-23452,أربيل,36.239131743681064,43.9320371439936,انفجار جوزة الكهرباء الرئيسية بالشارع العام,انفجار جوزة,عالي جداً,49,2,3
IRQ-KGL-23453,كربلاء,32.67590831949603,43.978439704210125,تذبذب قوي في الفولتية وانخفاض الإضاءة واحتراق الأجهزة,تذبذب فولتية,متوسط,38,0,5
IRQ-KGL-23454,أربيل,36.25024824487647,44.02821790601411,انقطاع مفاجئ للتيار الكهربائي عن المنطقة بالكامل منذ ساعات,عطل شبكة رئيسية,عالي,28,3,11
IRQ-KGL-23455,البصرة,30.469951965627633,47.75801841066344,احتراق الكيبل الرئيسي المغذي للعمارة السكنية,حرق كيبل,عالي,26,0,18
IRQ-KGL-23456,كركوك,35.40545675843245,44.32719033607324,سقوط أسلاك كهربائية على الأرض في الشارع المزدحم,سقوط أسلاك,عالي جداً,25,4,9
IRQ-KGL-23457,كركوك,35.545615353612,44.455453848609295,حرق محولة بالحي ورائحة دخان متصاعدة في الشارع,حرق محولة,عالي جداً,41,1,31
IRQ-KGL-23458,بابل,32.40434041742134,44.356083004837856,انقطاع مجدول حسب جدول التشغيل اليومي المعلن,صيانة مجدولة,منخفض,26,2,4
IRQ-KGL-23459,ذي قار,31.137463456456576,46.32926119284978,انقطاع مفاجئ للتيار الكهربائي عن المنطقة بالكامل منذ ساعات,عطل شبكة رئيسية,عالي,37,4,17
IRQ-KGL-23460,بابل,32.51987839760594,44.37699676442867,عطل في المولد الفرعي للمحلة وانقطاع الخط المساعد,عطل فرعي,متوسط,46,4,32
IRQ-KGL-23461,أربيل,36.171747688042785,43.947413179313244,حرق محولة بالحي ورائحة دخان متصاعدة في الشارع,حرق محولة,عالي جداً,37,0,21
IRQ-KGL-23462,كربلاء,32.67327522623406,43.992135053066086,تذبذب قوي في الفولتية وانخفاض الإضاءة واحتراق الأجهزة,تذبذب فولتية,متوسط,30,0,14
IRQ-KGL-23463,البصرة,30.488615843592747,47.8547334648926,انقطاع مجدول حسب جدول التشغيل اليومي المعلن,صيانة مجدولة,منخفض,37,0,19
IRQ-KGL-23464,كربلاء,32.633450430295476,44.057048718393176,انفجار جوزة الكهرباء الرئيسية بالشارع العام,انفجار جوزة,عالي جداً,25,4,4
IRQ-KGL-23465,أربيل,36.159185764849646,43.95480382261031,عطل في المولد الفرعي للمحلة وانقطاع الخط المساعد,عطل فرعي,متوسط,41,2,1
IRQ-KGL-23466,كربلاء,32.69424164598729,43.95837158078842,انفجار جوزة الكهرباء الرئيسية بالشارع العام,انفجار جوزة,عالي جداً,48,0,26
IRQ-KGL-23467,بابل,32.510967548195964,44.3688397817062,حرق محولة بالحي ورائحة دخان متصاعدة في الشارع,حرق محولة,عالي جداً,51,1,1
IRQ-KGL-23468,بابل,32.533950672265746,44.42969991054794,انفجار جوزة الكهرباء الرئيسية بالشارع العام,انفجار جوزة,عالي جداً,42,0,5
IRQ-KGL-23469,البصرة,30.496751460745102,47.79739758152997,احتراق الكيبل الرئيسي المغذي للعمارة السكنية,حرق كيبل,عالي,41,4,32
IRQ-KGL-23470,بابل,32.496008200338174,44.399826071687166,انقطاع مجدول حسب جدول التشغيل اليومي المعلن,صيانة مجدولة,منخفض,31,2,20
IRQ-KGL-23471,النجف,32.00899609322562,44.30702345932168,سقوط أسلاك كهربائية على الأرض في الشارع المزدحم,سقوط أسلاك,عالي جداً,32,0,19
IRQ-KGL-23472,بابل,32.429388086346464,44.35365725722487,سقوط أسلاك كهربائية على الأرض في الشارع المزدحم,سقوط أسلاك,عالي جداً,51,3,4
IRQ-KGL-23473,بغداد,33.36056197401003,44.37097690836533,حرق محولة بالحي ورائحة دخان متصاعدة في الشارع,حرق محولة,عالي جداً,38,0,13
IRQ-KGL-23474,ذي قار,30.985999715809772,46.216769963699484,انفجار جوزة الكهرباء الرئيسية بالشارع العام,انفجار جوزة,عالي جداً,46,2,34
IRQ-KGL-23475,كركوك,35.433774671518286,44.43434406283262,تذبذب قوي في الفولتية وانخفاض الإضاءة واحتراق الأجهزة,تذبذب فولتية,متوسط,39,1,5
IRQ-KGL-23476,ذي قار,31.041136306310687,46.312419988072904,عطل في المولد الفرعي للمحلة وانقطاع الخط المساعد,عطل فرعي,متوسط,45,2,34
IRQ-KGL-23477,كركوك,35.47074301592907,44.375141620247184,عطل في المولد الفرعي للمحلة وانقطاع الخط المساعد,عطل فرعي,متوسط,41,4,22
IRQ-KGL-23478,البصرة,30.45267533860656,47.73543976276323,تذبذب قوي في الفولتية وانخفاض الإضاءة واحتراق الأجهزة,تذبذب فولتية,متوسط,35,1,10
IRQ-KGL-23479,النجف,32.10387922659805,44.3899276908934,انقطاع مجدول حسب جدول التشغيل اليومي المعلن,صيانة مجدولة,منخفض,47,2,4
IRQ-KGL-23480,كربلاء,32.64299802723651,44.04989907310442,احتراق الكيبل الرئيسي المغذي للعمارة السكنية,حرق كيبل,عالي,52,0,7
IRQ-KGL-23481,كربلاء,32.624156770041424,44.07394585442296,انقطاع مفاجئ للتيار الكهربائي عن المنطقة بالكامل منذ ساعات,عطل شبكة رئيسية,عالي,51,1,9
IRQ-KGL-23482,كربلاء,32.5602547067342,44.07045124532945,سقوط أسلاك كهربائية على الأرض في الشارع المزدحم,سقوط أسلاك,عالي جداً,47,2,22
IRQ-KGL-23483,النجف,31.949991140402247,44.28243461157885,انقطاع مفاجئ للتيار الكهربائي عن المنطقة بالكامل منذ ساعات,عطل شبكة رئيسية,عالي,49,4,21
IRQ-KGL-23484,بغداد,33.240548630660086,44.35356965522166,سقوط أسلاك كهربائية على الأرض في الشارع المزدحم,سقوط أسلاك,عالي جداً,28,1,4
IRQ-KGL-23485,بغداد,33.31713870400765,44.313700853498254,انقطاع مجدول حسب جدول التشغيل اليومي المعلن,صيانة مجدولة,منخفض,28,2,1
IRQ-KGL-23486,البصرة,30.484654952722344,47.843425980075644,سقوط أسلاك كهربائية على الأرض في الشارع المزدحم,سقوط أسلاك,عالي جداً,36,4,22
IRQ-KGL-23487,بابل,32.521829144638986,44.504908847676425,عطل في المولد الفرعي للمحلة وانقطاع الخط المساعد,عطل فرعي,متوسط,34,2,9
IRQ-KGL-23488,بغداد,33.348110086280876,44.38203340683551,احتراق الكيبل الرئيسي المغذي للعمارة السكنية,حرق كيبل,عالي,39,2,33
IRQ-KGL-23489,بغداد,33.23908934428946,44.36393233712946,انقطاع مجدول حسب جدول التشغيل اليومي المعلن,صيانة مجدولة,منخفض,25,4,8
IRQ-KGL-23490,البصرة,30.46567643252464,47.77999153237936,حرق محولة بالحي ورائحة دخان متصاعدة في الشارع,حرق محولة,عالي جداً,46,1,16
IRQ-KGL-23491,أربيل,36.16551139809917,44.063186573066986,انقطاع مفاجئ للتيار الكهربائي عن المنطقة بالكامل منذ ساعات,عطل شبكة رئيسية,عالي,26,1,15
IRQ-KGL-23492,النجف,31.99168222858964,44.401911352507796,عطل في المولد الفرعي للمحلة وانقطاع الخط المساعد,عطل فرعي,متوسط,43,3,27
IRQ-KGL-23493,ذي قار,31.012218558344433,46.18573202230669,انقطاع مفاجئ للتيار الكهربائي عن المنطقة بالكامل منذ ساعات,عطل شبكة رئيسية,عالي,30,1,28
IRQ-KGL-23494,بابل,32.40548381581795,44.46872737061801,انقطاع مجدول حسب جدول التشغيل اليومي المعلن,صيانة مجدولة,منخفض,26,1,9
IRQ-KGL-23495,أربيل,36.16239659127714,43.94501789525741,انفجار جوزة الكهرباء الرئيسية بالشارع العام,انفجار جوزة,عالي جداً,30,2,30
IRQ-KGL-23496,النجف,32.06094356709302,44.278655588695116,انفجار جوزة الكهرباء الرئيسية بالشارع العام,انفجار جوزة,عالي جداً,29,4,9
IRQ-KGL-23497,كركوك,35.45839530259629,44.44898668550625,عطل في المولد الفرعي للمحلة وانقطاع الخط المساعد,عطل فرعي,متوسط,23,3,8
IRQ-KGL-23498,كربلاء,32.54174518799709,44.007797103580764,عطل في المولد الفرعي للمحلة وانقطاع الخط المساعد,عطل فرعي,متوسط,51,4,36
IRQ-KGL-23499,ذي قار,31.101017686358983,46.2865278841104,حرق محولة بالحي ورائحة دخان متصاعدة في الشارع,حرق محولة,عالي جداً,35,3,36
IRQ-KGL-23500,بابل,32.39476056586641,44.5036925274605,تذبذب قوي في الفولتية وانخفاض الإضاءة واحتراق الأجهزة,تذبذب فولتية,متوسط,52,1,17
IRQ-KGL-23501,بابل,32.489124061470186,44.46270954368101,حرق محولة بالحي ورائحة دخان متصاعدة في الشارع,حرق محولة,عالي جداً,45,2,12
IRQ-KGL-23502,ذي قار,31.094978547709726,46.32502035626803,عطل في المولد الفرعي للمحلة وانقطاع الخط المساعد,عطل فرعي,متوسط,28,4,24
IRQ-KGL-23503,كربلاء,32.53614581965064,44.057075206263825,انفجار جوزة الكهرباء الرئيسية بالشارع العام,انفجار جوزة,عالي جداً,47,2,5
IRQ-KGL-23504,البصرة,30.449092995376343,47.80694073535809,تذبذب قوي في الفولتية وانخفاض الإضاءة واحتراق الأجهزة,تذبذب فولتية,متوسط,35,0,31
IRQ-KGL-23505,أربيل,36.19317402187906,44.03247588375221,انقطاع مجدول حسب جدول التشغيل اليومي المعلن,صيانة مجدولة,منخفض,34,3,19
IRQ-KGL-23506,النجف,31.99197968367015,44.41809470702309,سقوط أسلاك كهربائية على الأرض في الشارع المزدحم,سقوط أسلاك,عالي جداً,40,1,6
IRQ-KGL-23507,بغداد,33.38658102317806,44.416964863828206,تذبذب قوي في الفولتية وانخفاض الإضاءة واحتراق الأجهزة,تذبذب فولتية,متوسط,40,1,17
IRQ-KGL-23508,بغداد,33.26566330756635,44.437169698883984,انقطاع مجدول حسب جدول التشغيل اليومي المعلن,صيانة مجدولة,منخفض,42,0,33
IRQ-KGL-23509,البصرة,30.457724556299794,47.735529817773205,تذبذب قوي في الفولتية وانخفاض الإضاءة واحتراق الأجهزة,تذبذب فولتية,متوسط,47,1,11
IRQ-KGL-23510,بابل,32.43227232110419,44.410925148590884,انقطاع مجدول حسب جدول التشغيل اليومي المعلن,صيانة مجدولة,منخفض,42,2,13
IRQ-KGL-23511,أربيل,36.18266776503552,43.98323318671781,حرق محولة بالحي ورائحة دخان متصاعدة في الشارع,حرق محولة,عالي جداً,51,2,10
IRQ-KGL-23512,كركوك,35.44843328720596,44.36004007508154,انقطاع مفاجئ للتيار الكهربائي عن المنطقة بالكامل منذ ساعات,عطل شبكة رئيسية,عالي,47,2,20
IRQ-KGL-23513,بغداد,33.2784824861823,44.29638968050143,عطل في المولد الفرعي للمحلة وانقطاع الخط المساعد,عطل فرعي,متوسط,22,3,18
IRQ-KGL-23514,أربيل,36.1414896133858,44.056005324957006,سقوط أسلاك كهربائية على الأرض في الشارع المزدحم,سقوط أسلاك,عالي جداً,48,2,15
IRQ-KGL-23515,ذي قار,31.040740635143433,46.188536528080675,سقوط أسلاك كهربائية على الأرض في الشارع المزدحم,سقوط أسلاك,عالي جداً,45,0,14
IRQ-KGL-23516,أربيل,36.19144390713379,43.9353402895112,انقطاع مفاجئ للتيار الكهربائي عن المنطقة بالكامل منذ ساعات,عطل شبكة رئيسية,عالي,41,1,31
IRQ-KGL-23517,ذي قار,31.051138744980772,46.30757323331191,انفجار جوزة الكهرباء الرئيسية بالشارع العام,انفجار جوزة,عالي جداً,34,2,22
IRQ-KGL-23518,ذي قار,31.124768507771392,46.25647314725247,عطل في المولد الفرعي للمحلة وانقطاع الخط المساعد,عطل فرعي,متوسط,31,2,33
IRQ-KGL-23519,أربيل,36.15205836534498,44.0572653469424,احتراق الكيبل الرئيسي المغذي للعمارة السكنية,حرق كيبل,عالي,39,0,10
IRQ-KGL-23520,بغداد,33.28969897446508,44.400981194391505,عطل في المولد الفرعي للمحلة وانقطاع الخط المساعد,عطل فرعي,متوسط,34,1,34
IRQ-KGL-23521,كركوك,35.41323083171254,44.31833984888469,انفجار جوزة الكهرباء الرئيسية بالشارع العام,انفجار جوزة,عالي جداً,28,3,23
IRQ-KGL-23522,كربلاء,32.628981396517084,44.002810768788734,انفجار جوزة الكهرباء الرئيسية بالشارع العام,انفجار جوزة,عالي جداً,42,0,14
IRQ-KGL-23523,ذي قار,31.047089347043567,46.26946066010551,احتراق الكيبل الرئيسي المغذي للعمارة السكنية,حرق كيبل,عالي,27,1,13
IRQ-KGL-23524,بغداد,33.391156281496606,44.34843017260006,سقوط أسلاك كهربائية على الأرض في الشارع المزدحم,سقوط أسلاك,عالي جداً,52,4,11
IRQ-KGL-23525,كركوك,35.47977119391173,44.460318813263605,عطل في المولد الفرعي للمحلة وانقطاع الخط المساعد,عطل فرعي,متوسط,31,4,29
IRQ-KGL-23526,كربلاء,32.578346973819144,44.10134671364089,حرق محولة بالحي ورائحة دخان متصاعدة في الشارع,حرق محولة,عالي جداً,46,2,28
IRQ-KGL-23527,بغداد,33.303819798275406,44.31316205178004,سقوط أسلاك كهربائية على الأرض في الشارع المزدحم,سقوط أسلاك,عالي جداً,34,4,27
IRQ-KGL-23528,ذي قار,31.011563633128674,46.18861257455362,احتراق الكيبل الرئيسي المغذي للعمارة السكنية,حرق كيبل,عالي,24,3,2
IRQ-KGL-23529,بابل,32.4627080826281,44.36203679481704,انفجار جوزة الكهرباء الرئيسية بالشارع العام,انفجار جوزة,عالي جداً,28,4,16
IRQ-KGL-23530,البصرة,30.51033621760642,47.770302250953115,حرق محولة بالحي ورائحة دخان متصاعدة في الشارع,حرق محولة,عالي جداً,28,4,36
IRQ-KGL-23531,البصرة,30.454735939524827,47.77342655834812,انقطاع مجدول حسب جدول التشغيل اليومي المعلن,صيانة مجدولة,منخفض,33,2,6
IRQ-KGL-23532,بغداد,33.34341009444532,44.442065918040065,انقطاع مجدول حسب جدول التشغيل اليومي المعلن,صيانة مجدولة,منخفض,33,4,8
IRQ-KGL-23533,كربلاء,32.59645627446501,44.093042897697686,حرق محولة بالحي ورائحة دخان متصاعدة في الشارع,حرق محولة,عالي جداً,29,4,31
IRQ-KGL-23534,كربلاء,32.55744750335552,44.06727325045689,عطل في المولد الفرعي للمحلة وانقطاع الخط المساعد,عطل فرعي,متوسط,36,4,25
IRQ-KGL-23535,بابل,32.53438323293914,44.385063102478604,انقطاع مجدول حسب جدول التشغيل اليومي المعلن,صيانة مجدولة,منخفض,36,3,2
IRQ-KGL-23536,النجف,32.022915663731716,44.39005651824244,انقطاع مجدول حسب جدول التشغيل اليومي المعلن,صيانة مجدولة,منخفض,42,3,34
IRQ-KGL-23537,كربلاء,32.585248901955,43.963320780162796,انقطاع مجدول حسب جدول التشغيل اليومي المعلن,صيانة مجدولة,منخفض,22,1,12
IRQ-KGL-23538,أربيل,36.19084935730248,43.953353078865895,احتراق الكيبل الرئيسي المغذي للعمارة السكنية,حرق كيبل,عالي,26,1,30
IRQ-KGL-23539,أربيل,36.11206758828026,44.081610738732095,انقطاع مفاجئ للتيار الكهربائي عن المنطقة بالكامل منذ ساعات,عطل شبكة رئيسية,عالي,41,2,10
IRQ-KGL-23540,ذي قار,31.035992465722025,46.28046995568852,انقطاع مفاجئ للتيار الكهربائي عن المنطقة بالكامل منذ ساعات,عطل شبكة رئيسية,عالي,38,2,16
IRQ-KGL-23541,كربلاء,32.656655935958284,43.99239026510098,عطل في المولد الفرعي للمحلة وانقطاع الخط المساعد,عطل فرعي,متوسط,49,0,5
IRQ-KGL-23542,البصرة,30.464327316026974,47.83048014983665,عطل في المولد الفرعي للمحلة وانقطاع الخط المساعد,عطل فرعي,متوسط,40,4,13
IRQ-KGL-23543,بابل,32.41644638799409,44.39562032971382,سقوط أسلاك كهربائية على الأرض في الشارع المزدحم,سقوط أسلاك,عالي جداً,30,0,5
IRQ-KGL-23544,بغداد,33.365125846439135,44.34824634419875,تذبذب قوي في الفولتية وانخفاض الإضاءة واحتراق الأجهزة,تذبذب فولتية,متوسط,49,3,14
IRQ-KGL-23545,كربلاء,32.64672233332999,44.0939498258801,احتراق الكيبل الرئيسي المغذي للعمارة السكنية,حرق كيبل,عالي,36,0,20
IRQ-KGL-23546,النجف,31.948245610052403,44.318791372190404,عطل في المولد الفرعي للمحلة وانقطاع الخط المساعد,عطل فرعي,متوسط,31,3,2
IRQ-KGL-23547,ذي قار,31.034645185833753,46.27361541696377,سقوط أسلاك كهربائية على الأرض في الشارع المزدحم,سقوط أسلاك,عالي جداً,24,1,1
IRQ-KGL-23548,البصرة,30.531234021455656,47.83836039586151,احتراق الكيبل الرئيسي المغذي للعمارة السكنية,حرق كيبل,عالي,34,4,27
IRQ-KGL-23549,بغداد,33.298540241750516,44.39449462708121,حرق محولة بالحي ورائحة دخان متصاعدة في الشارع,حرق محولة,عالي جداً,41,2,10
IRQ-KGL-23550,بابل,32.40558780122557,44.42313788703415,انقطاع مجدول حسب جدول التشغيل اليومي المعلن,صيانة مجدولة,منخفض,34,0,2
IRQ-KGL-23551,النجف,31.954759323228856,44.29354462077095,انفجار جوزة الكهرباء الرئيسية بالشارع العام,انفجار جوزة,عالي جداً,25,3,11
IRQ-KGL-23552,ذي قار,31.116103444614353,46.297417038476844,عطل في المولد الفرعي للمحلة وانقطاع الخط المساعد,عطل فرعي,متوسط,33,4,7
IRQ-KGL-23553,بابل,32.46696884313547,44.40147275855096,تذبذب قوي في الفولتية وانخفاض الإضاءة واحتراق الأجهزة,تذبذب فولتية,متوسط,46,4,10
IRQ-KGL-23554,النجف,31.9794092836431,44.35800932128517,احتراق الكيبل الرئيسي المغذي للعمارة السكنية,حرق كيبل,عالي,37,1,6
IRQ-KGL-23555,أربيل,36.215295080229495,43.98777280002585,سقوط أسلاك كهربائية على الأرض في الشارع المزدحم,سقوط أسلاك,عالي جداً,44,0,25
IRQ-KGL-23556,بغداد,33.31804459957301,44.310191718925175,احتراق الكيبل الرئيسي المغذي للعمارة السكنية,حرق كيبل,عالي,45,2,26
IRQ-KGL-23557,البصرة,30.525518828124646,47.81948523667073,حرق محولة بالحي ورائحة دخان متصاعدة في الشارع,حرق محولة,عالي جداً,45,4,1
IRQ-KGL-23558,بابل,32.407266295151835,44.440634991171486,احتراق الكيبل الرئيسي المغذي للعمارة السكنية,حرق كيبل,عالي,48,0,7
